
INSERT INTO Canciones (id, nombre, autor, enlace) VALUES
(388, 'Canción 388', 'Autor 388', 'https://www.example.com/cancion388'),
(389, 'Canción 389', 'Autor 389', 'https://www.example.com/cancion389'),
(390, 'Canción 390', 'Autor 390', 'https://www.example.com/cancion390'),
(391, 'Canción 391', 'Autor 391', 'https://www.example.com/cancion391'),
(392, 'Canción 392', 'Autor 392', 'https://www.example.com/cancion392'),
(393, 'Canción 393', 'Autor 393', 'https://www.example.com/cancion393'),
(394, 'Canción 394', 'Autor 394', 'https://www.example.com/cancion394'),
(395, 'Canción 395', 'Autor 395', 'https://www.example.com/cancion395'),
(396, 'Canción 396', 'Autor 396', 'https://www.example.com/cancion396'),
(397, 'Canción 397', 'Autor 397', 'https://www.example.com/cancion397'),
(398, 'Canción 398', 'Autor 398', 'https://www.example.com/cancion398'),
(399, 'Canción 399', 'Autor 399', 'https://www.example.com/cancion399'),
(400, 'Canción 400', 'Autor 400', 'https://www.example.com/cancion400'),
(401, 'Canción 401', 'Autor 401', 'https://www.example.com/cancion401'),
(402, 'Canción 402', 'Autor 402', 'https://www.example.com/cancion402'),
(403, 'Canción 403', 'Autor 403', 'https://www.example.com/cancion403'),
(404, 'Canción 404', 'Autor 404', 'https://www.example.com/cancion404'),
(405, 'Canción 405', 'Autor 405', 'https://www.example.com/cancion405'),
(406, 'Canción 406', 'Autor 406', 'https://www.example.com/cancion406'),
(407, 'Canción 407', 'Autor 407', 'https://www.example.com/cancion407'),
(408, 'Canción 408', 'Autor 408', 'https://www.example.com/cancion408'),
(409, 'Canción 409', 'Autor 409', 'https://www.example.com/cancion409'),
(410, 'Canción 410', 'Autor 410', 'https://www.example.com/cancion410'),
(411, 'Canción 411', 'Autor 411', 'https://www.example.com/cancion411'),
(412, 'Canción 412', 'Autor 412', 'https://www.example.com/cancion412'),
(413, 'Canción 413', 'Autor 413', 'https://www.example.com/cancion413'),
(414, 'Canción 414', 'Autor 414', 'https://www.example.com/cancion414'),
(415, 'Canción 415', 'Autor 415', 'https://www.example.com/cancion415'),
(416, 'Canción 416', 'Autor 416', 'https://www.example.com/cancion416'),
(417, 'Canción 417', 'Autor 417', 'https://www.example.com/cancion417'),
(418, 'Canción 418', 'Autor 418', 'https://www.example.com/cancion418'),
(419, 'Canción 419', 'Autor 419', 'https://www.example.com/cancion419'),
(420, 'Canción 420', 'Autor 420', 'https://www.example.com/cancion420'),
(421, 'Canción 421', 'Autor 421', 'https://www.example.com/cancion421'),
(422, 'Canción 422', 'Autor 422', 'https://www.example.com/cancion422'),
(423, 'Canción 423', 'Autor 423', 'https://www.example.com/cancion423'),
(424, 'Canción 424', 'Autor 424', 'https://www.example.com/cancion424'),
(425, 'Canción 425', 'Autor 425', 'https://www.example.com/cancion425'),
(426, 'Canción 426', 'Autor 426', 'https://www.example.com/cancion426'),
(427, 'Canción 427', 'Autor 427', 'https://www.example.com/cancion427'),
(428, 'Canción 428', 'Autor 428', 'https://www.example.com/cancion428'),
(429, 'Canción 429', 'Autor 429', 'https://www.example.com/cancion429'),
(430, 'Canción 430', 'Autor 430', 'https://www.example.com/cancion430'),
(431, 'Canción 431', 'Autor 431', 'https://www.example.com/cancion431'),
(432, 'Canción 432', 'Autor 432', 'https://www.example.com/cancion432'),
(433, 'Canción 433', 'Autor 433', 'https://www.example.com/cancion433'),
(434, 'Canción 434', 'Autor 434', 'https://www.example.com/cancion434'),
(435, 'Canción 435', 'Autor 435', 'https://www.example.com/cancion435'),
(436, 'Canción 436', 'Autor 436', 'https://www.example.com/cancion436'),
(437, 'Canción 437', 'Autor 437', 'https://www.example.com/cancion437'),
(438, 'Canción 438', 'Autor 438', 'https://www.example.com/cancion438'),
(439, 'Canción 439', 'Autor 439', 'https://www.example.com/cancion439'),
(440, 'Canción 440', 'Autor 440', 'https://www.example.com/cancion440'),
(441, 'Canción 441', 'Autor 441', 'https://www.example.com/cancion441'),
(442, 'Canción 442', 'Autor 442', 'https://www.example.com/cancion442'),
(443, 'Canción 443', 'Autor 443', 'https://www.example.com/cancion443'),
(444, 'Canción 444', 'Autor 444', 'https://www.example.com/cancion444'),
(445, 'Canción 445', 'Autor 445', 'https://www.example.com/cancion445'),
(446, 'Canción 446', 'Autor 446', 'https://www.example.com/cancion446'),
(447, 'Canción 447', 'Autor 447', 'https://www.example.com/cancion447'),
(448, 'Canción 448', 'Autor 448', 'https://www.example.com/cancion448'),
(449, 'Canción 449', 'Autor 449', 'https://www.example.com/cancion449'),
(450, 'Canción 450', 'Autor 450', 'https://www.example.com/cancion450'),
(451, 'Canción 451', 'Autor 451', 'https://www.example.com/cancion451'),
(452, 'Canción 452', 'Autor 452', 'https://www.example.com/cancion452'),
(453, 'Canción 453', 'Autor 453', 'https://www.example.com/cancion453'),
(454, 'Canción 454', 'Autor 454', 'https://www.example.com/cancion454'),
(455, 'Canción 455', 'Autor 455', 'https://www.example.com/cancion455'),
(456, 'Canción 456', 'Autor 456', 'https://www.example.com/cancion456'),
(457, 'Canción 457', 'Autor 457', 'https://www.example.com/cancion457'),
(458, 'Canción 458', 'Autor 458', 'https://www.example.com/cancion458'),
(459, 'Canción 459', 'Autor 459', 'https://www.example.com/cancion459'),
(460, 'Canción 460', 'Autor 460', 'https://www.example.com/cancion460'),
(461, 'Canción 461', 'Autor 461', 'https://www.example.com/cancion461'),
(462, 'Canción 462', 'Autor 462', 'https://www.example.com/cancion462'),
(463, 'Canción 463', 'Autor 463', 'https://www.example.com/cancion463'),
(464, 'Canción 464', 'Autor 464', 'https://www.example.com/cancion464'),
(465, 'Canción 465', 'Autor 465', 'https://www.example.com/cancion465'),
(466, 'Canción 466', 'Autor 466', 'https://www.example.com/cancion466'),
(467, 'Canción 467', 'Autor 467', 'https://www.example.com/cancion467'),
(468, 'Canción 468', 'Autor 468', 'https://www.example.com/cancion468'),
(469, 'Canción 469', 'Autor 469', 'https://www.example.com/cancion469'),
(470, 'Canción 470', 'Autor 470', 'https://www.example.com/cancion470'),
(471, 'Canción 471', 'Autor 471', 'https://www.example.com/cancion471'),
(472, 'Canción 472', 'Autor 472', 'https://www.example.com/cancion472'),
(473, 'Canción 473', 'Autor 473', 'https://www.example.com/cancion473'),
(474, 'Canción 474', 'Autor 474', 'https://www.example.com/cancion474'),
(475, 'Canción 475', 'Autor 475', 'https://www.example.com/cancion475'),
(476, 'Canción 476', 'Autor 476', 'https://www.example.com/cancion476'),
(477, 'Canción 477', 'Autor 477', 'https://www.example.com/cancion477'),
(478, 'Canción 478', 'Autor 478', 'https://www.example.com/cancion478'),
(479, 'Canción 479', 'Autor 479', 'https://www.example.com/cancion479'),
(480, 'Canción 480', 'Autor 480', 'https://www.example.com/cancion480'),
(481, 'Canción 481', 'Autor 481', 'https://www.example.com/cancion481'),
(482, 'Canción 482', 'Autor 482', 'https://www.example.com/cancion482'),
(483, 'Canción 483', 'Autor 483', 'https://www.example.com/cancion483'),
(484, 'Canción 484', 'Autor 484', 'https://www.example.com/cancion484'),
(485, 'Canción 485', 'Autor 485', 'https://www.example.com/cancion485'),
(486, 'Canción 486', 'Autor 486', 'https://www.example.com/cancion486'),
(487, 'Canción 487', 'Autor 487', 'https://www.example.com/cancion487'),
(488, 'Canción 488', 'Autor 488', 'https://www.example.com/cancion488'),
(489, 'Canción 489', 'Autor 489', 'https://www.example.com/cancion489'),
(490, 'Canción 490', 'Autor 490', 'https://www.example.com/cancion490'),
(491, 'Canción 491', 'Autor 491', 'https://www.example.com/cancion491'),
(492, 'Canción 492', 'Autor 492', 'https://www.example.com/cancion492'),
(493, 'Canción 493', 'Autor 493', 'https://www.example.com/cancion493'),
(494, 'Canción 494', 'Autor 494', 'https://www.example.com/cancion494'),
(495, 'Canción 495', 'Autor 495', 'https://www.example.com/cancion495'),
(496, 'Canción 496', 'Autor 496', 'https://www.example.com/cancion496'),
(497, 'Canción 497', 'Autor 497', 'https://www.example.com/cancion497'),
(498, 'Canción 498', 'Autor 498', 'https://www.example.com/cancion498'),
(499, 'Canción 499', 'Autor 499', 'https://www.example.com/cancion499'),
(500, 'Canción 500', 'Autor 500', 'https://www.example.com/cancion500');

