INSERT INTO Twitch (id, canal, autor, enlace, genero) VALUES
(282, 'DIYProjects282', 'DIYer282', 'https://www.twitch.tv/diyprojects282', 'DIY'),
(283, 'CookingMaster283', 'MasterChef283', 'https://www.twitch.tv/cookingmaster283', 'Cooking'),
(284, 'ArtGallery284', 'ArtCurator284', 'https://www.twitch.tv/artgallery284', 'Art'),
(285, 'TechInnovators285', 'Innovator285', 'https://www.twitch.tv/techinnovators285', 'Technology'),
(286, 'OutdoorsLife286', 'Explorer286', 'https://www.twitch.tv/outdoorslife286', 'Outdoors'),
(287, 'MusicJam287', 'Musician287', 'https://www.twitch.tv/musicjam287', 'Music'),
(288, 'HealthTalk288', 'Doctor288', 'https://www.twitch.tv/healthtalk288', 'Health'),
(289, 'PetsParadise289', 'PetLover289', 'https://www.twitch.tv/petsparadise289', 'Pets'),
(290, 'BusinessInsights290', 'BusinessExpert290', 'https://www.twitch.tv/businessinsights290', 'Business'),
(291, 'ScienceLab291', 'Scientist291', 'https://www.twitch.tv/sciencelab291', 'Science'),
(292, 'DIYProjects292', 'DIYer292', 'https://www.twitch.tv/diyprojects292', 'DIY'),
(293, 'CookingMaster293', 'MasterChef293', 'https://www.twitch.tv/cookingmaster293', 'Cooking'),
(294, 'ArtGallery294', 'ArtCurator294', 'https://www.twitch.tv/artgallery294', 'Art'),
(295, 'TechInnovators295', 'Innovator295', 'https://www.twitch.tv/techinnovators295', 'Technology'),
(296, 'OutdoorsLife296', 'Explorer296', 'https://www.twitch.tv/outdoorslife296', 'Outdoors'),
(297, 'MusicJam297', 'Musician297', 'https://www.twitch.tv/musicjam297', 'Music'),
(298, 'HealthTalk298', 'Doctor298', 'https://www.twitch.tv/healthtalk298', 'Health'),
(299, 'PetsParadise299', 'PetLover299', 'https://www.twitch.tv/petsparadise299', 'Pets'),
(300, 'BusinessInsights300', 'BusinessExpert300', 'https://www.twitch.tv/businessinsights300', 'Business'),
(301, 'ScienceLab301', 'Scientist301', 'https://www.twitch.tv/sciencelab301', 'Science'),
(302, 'DIYProjects302', 'DIYer302', 'https://www.twitch.tv/diyprojects302', 'DIY'),
(303, 'CookingMaster303', 'MasterChef303', 'https://www.twitch.tv/cookingmaster303', 'Cooking'),
(304, 'ArtGallery304', 'ArtCurator304', 'https://www.twitch.tv/artgallery304', 'Art'),
(305, 'TechInnovators305', 'Innovator305', 'https://www.twitch.tv/techinnovators305', 'Technology'),
(306, 'OutdoorsLife306', 'Explorer306', 'https://www.twitch.tv/outdoorslife306', 'Outdoors'),
(307, 'MusicJam307', 'Musician307', 'https://www.twitch.tv/musicjam307', 'Music'),
(308, 'HealthTalk308', 'Doctor308', 'https://www.twitch.tv/healthtalk308', 'Health'),
(309, 'PetsParadise309', 'PetLover309', 'https://www.twitch.tv/petsparadise309', 'Pets'),
(310, 'BusinessInsights310', 'BusinessExpert310', 'https://www.twitch.tv/businessinsights310', 'Business'),
(311, 'ScienceLab311', 'Scientist311', 'https://www.twitch.tv/sciencelab311', 'Science'),
(312, 'DIYProjects312', 'DIYer312', 'https://www.twitch.tv/diyprojects312', 'DIY'),
(313, 'CookingMaster313', 'MasterChef313', 'https://www.twitch.tv/cookingmaster313', 'Cooking'),
(314, 'ArtGallery314', 'ArtCurator314', 'https://www.twitch.tv/artgallery314', 'Art'),
(315, 'TechInnovators315', 'Innovator315', 'https://www.twitch.tv/techinnovators315', 'Technology'),
(316, 'OutdoorsLife316', 'Explorer316', 'https://www.twitch.tv/outdoorslife316', 'Outdoors'),
(317, 'MusicJam317', 'Musician317', 'https://www.twitch.tv/musicjam317', 'Music'),
(318, 'HealthTalk318', 'Doctor318', 'https://www.twitch.tv/healthtalk318', 'Health'),
(319, 'PetsParadise319', 'PetLover319', 'https://www.twitch.tv/petsparadise319', 'Pets'),
(320, 'BusinessInsights320', 'BusinessExpert320', 'https://www.twitch.tv/businessinsights320', 'Business'),
(321, 'ScienceLab321', 'Scientist321', 'https://www.twitch.tv/sciencelab321', 'Science'),
(322, 'DIYProjects322', 'DIYer322', 'https://www.twitch.tv/diyprojects322', 'DIY'),
(323, 'CookingMaster323', 'MasterChef323', 'https://www.twitch.tv/cookingmaster323', 'Cooking'),
(324, 'ArtGallery324', 'ArtCurator324', 'https://www.twitch.tv/artgallery324', 'Art'),
(325, 'TechInnovators325', 'Innovator325', 'https://www.twitch.tv/techinnovators325', 'Technology'),
(326, 'OutdoorsLife326', 'Explorer326', 'https://www.twitch.tv/outdoorslife326', 'Outdoors'),
(327, 'MusicJam327', 'Musician327', 'https://www.twitch.tv/musicjam327', 'Music'),
(328, 'HealthTalk328', 'Doctor328', 'https://www.twitch.tv/healthtalk328', 'Health'),
(329, 'PetsParadise329', 'PetLover329', 'https://www.twitch.tv/petsparadise329', 'Pets'),
(330, 'BusinessInsights330', 'BusinessExpert330', 'https://www.twitch.tv/businessinsights330', 'Business'),
(331, 'ScienceLab331', 'Scientist331', 'https://www.twitch.tv/sciencelab331', 'Science'),
(332, 'DIYProjects332', 'DIYer332', 'https://www.twitch.tv/diyprojects332', 'DIY'),
(333, 'CookingMaster333', 'MasterChef333', 'https://www.twitch.tv/cookingmaster333', 'Cooking'),
(334, 'ArtGallery334', 'ArtCurator334', 'https://www.twitch.tv/artgallery334', 'Art'),
(335, 'TechInnovators335', 'Innovator335', 'https://www.twitch.tv/techinnovators335', 'Technology'),
(336, 'OutdoorsLife336', 'Explorer336', 'https://www.twitch.tv/outdoorslife336', 'Outdoors'),
(337, 'MusicJam337', 'Musician337', 'https://www.twitch.tv/musicjam337', 'Music'),
(338, 'HealthTalk338', 'Doctor338', 'https://www.twitch.tv/healthtalk338', 'Health'),
(339, 'PetsParadise339', 'PetLover339', 'https://www.twitch.tv/petsparadise339', 'Pets'),
(340, 'BusinessInsights340', 'BusinessExpert340', 'https://www.twitch.tv/businessinsights340', 'Business'),
(341, 'ScienceLab341', 'Scientist341', 'https://www.twitch.tv/sciencelab341', 'Science'),
(342, 'DIYProjects342', 'DIYer342', 'https://www.twitch.tv/diyprojects342', 'DIY'),
(343, 'CookingMaster343', 'MasterChef343', 'https://www.twitch.tv/cookingmaster343', 'Cooking'),
(344, 'ArtGallery344', 'ArtCurator344', 'https://www.twitch.tv/artgallery344', 'Art'),
(345, 'TechInnovators345', 'Innovator345', 'https://www.twitch.tv/techinnovators345', 'Technology'),
(346, 'OutdoorsLife346', 'Explorer346', 'https://www.twitch.tv/outdoorslife346', 'Outdoors'),
(347, 'MusicJam347', 'Musician347', 'https://www.twitch.tv/musicjam347', 'Music'),
(348, 'HealthTalk348', 'Doctor348', 'https://www.twitch.tv/healthtalk348', 'Health'),
(349, 'PetsParadise349', 'PetLover349', 'https://www.twitch.tv/petsparadise349', 'Pets'),
(350, 'BusinessInsights350', 'BusinessExpert350', 'https://www.twitch.tv/businessinsights350', 'Business'),
(351, 'ScienceLab351', 'Scientist351', 'https://www.twitch.tv/sciencelab351', 'Science'),
(352, 'DIYProjects352', 'DIYer352', 'https://www.twitch.tv/diyprojects352', 'DIY'),
(353, 'CookingMaster353', 'MasterChef353', 'https://www.twitch.tv/cookingmaster353', 'Cooking'),
(354, 'ArtGallery354', 'ArtCurator354', 'https://www.twitch.tv/artgallery354', 'Art'),
(355, 'TechInnovators355', 'Innovator355', 'https://www.twitch.tv/techinnovators355', 'Technology'),
(356, 'OutdoorsLife356', 'Explorer356', 'https://www.twitch.tv/outdoorslife356', 'Outdoors'),
(357, 'MusicJam357', 'Musician357', 'https://www.twitch.tv/musicjam357', 'Music'),
(358, 'HealthTalk358', 'Doctor358', 'https://www.twitch.tv/healthtalk358', 'Health'),
(359, 'PetsParadise359', 'PetLover359', 'https://www.twitch.tv/petsparadise359', 'Pets'),
(360, 'BusinessInsights360', 'BusinessExpert360', 'https://www.twitch.tv/businessinsights360', 'Business'),
(361, 'ScienceLab361', 'Scientist361', 'https://www.twitch.tv/sciencelab361', 'Science'),
(362, 'DIYProjects362', 'DIYer362', 'https://www.twitch.tv/diyprojects362', 'DIY'),
(363, 'CookingMaster363', 'MasterChef363', 'https://www.twitch.tv/cookingmaster363', 'Cooking'),
(364, 'ArtGallery364', 'ArtCurator364', 'https://www.twitch.tv/artgallery364', 'Art'),
(365, 'TechInnovators365', 'Innovator365', 'https://www.twitch.tv/techinnovators365', 'Technology'),
(366, 'OutdoorsLife366', 'Explorer366', 'https://www.twitch.tv/outdoorslife366', 'Outdoors'),
(367, 'MusicJam367', 'Musician367', 'https://www.twitch.tv/musicjam367', 'Music'),
(368, 'HealthTalk368', 'Doctor368', 'https://www.twitch.tv/healthtalk368', 'Health'),
(369, 'PetsParadise369', 'PetLover369', 'https://www.twitch.tv/petsparadise369', 'Pets'),
(370, 'BusinessInsights370', 'BusinessExpert370', 'https://www.twitch.tv/businessinsights370', 'Business'),
(371, 'ScienceLab371', 'Scientist371', 'https://www.twitch.tv/sciencelab371', 'Science'),
(372, 'DIYProjects372', 'DIYer372', 'https://www.twitch.tv/diyprojects372', 'DIY'),
(373, 'CookingMaster373', 'MasterChef373', 'https://www.twitch.tv/cookingmaster373', 'Cooking'),
(374, 'ArtGallery374', 'ArtCurator374', 'https://www.twitch.tv/artgallery374', 'Art'),
(375, 'TechInnovators375', 'Innovator375', 'https://www.twitch.tv/techinnovators375', 'Technology'),
(376, 'OutdoorsLife376', 'Explorer376', 'https://www.twitch.tv/outdoorslife376', 'Outdoors'),
(377, 'MusicJam377', 'Musician377', 'https://www.twitch.tv/musicjam377', 'Music'),
(378, 'HealthTalk378', 'Doctor378', 'https://www.twitch.tv/healthtalk378', 'Health'),
(379, 'PetsParadise379', 'PetLover379', 'https://www.twitch.tv/petsparadise379', 'Pets'),
(380, 'BusinessInsights380', 'BusinessExpert380', 'https://www.twitch.tv/businessinsights380', 'Business'),
(381, 'ScienceLab381', 'Scientist381', 'https://www.twitch.tv/sciencelab381', 'Science'),
(382, 'DIYProjects382', 'DIYer382', 'https://www.twitch.tv/diyprojects382', 'DIY'),
(383, 'CookingMaster383', 'MasterChef383', 'https://www.twitch.tv/cookingmaster383', 'Cooking'),
(384, 'ArtGallery384', 'ArtCurator384', 'https://www.twitch.tv/artgallery384', 'Art'),
(385, 'TechInnovators385', 'Innovator385', 'https://www.twitch.tv/techinnovators385', 'Technology'),
(386, 'OutdoorsLife386', 'Explorer386', 'https://www.twitch.tv/outdoorslife386', 'Outdoors'),
(387, 'MusicJam387', 'Musician387', 'https://www.twitch.tv/musicjam387', 'Music'),
(388, 'HealthTalk388', 'Doctor388', 'https://www.twitch.tv/healthtalk388', 'Health'),
(389, 'PetsParadise389', 'PetLover389', 'https://www.twitch.tv/petsparadise389', 'Pets'),
(390, 'BusinessInsights390', 'BusinessExpert390', 'https://www.twitch.tv/businessinsights390', 'Business'),
(391, 'ScienceLab391', 'Scientist391', 'https://www.twitch.tv/sciencelab391', 'Science'),
(392, 'DIYProjects392', 'DIYer392', 'https://www.twitch.tv/diyprojects392', 'DIY'),
(393, 'CookingMaster393', 'MasterChef393', 'https://www.twitch.tv/cookingmaster393', 'Cooking'),
(394, 'ArtGallery394', 'ArtCurator394', 'https://www.twitch.tv/artgallery394', 'Art'),
(395, 'TechInnovators395', 'Innovator395', 'https://www.twitch.tv/techinnovators395', 'Technology'),
(396, 'OutdoorsLife396', 'Explorer396', 'https://www.twitch.tv/outdoorslife396', 'Outdoors'),
(397, 'MusicJam397', 'Musician397', 'https://www.twitch.tv/musicjam397', 'Music'),
(398, 'HealthTalk398', 'Doctor398', 'https://www.twitch.tv/healthtalk398', 'Health'),
(399, 'PetsParadise399', 'PetLover399', 'https://www.twitch.tv/petsparadise399', 'Pets'),
(400, 'BusinessInsights400', 'BusinessExpert400', 'https://www.twitch.tv/businessinsights400', 'Business'),
(401, 'ScienceLab401', 'Scientist401', 'https://www.twitch.tv/sciencelab401', 'Science'),
(402, 'DIYProjects402', 'DIYer402', 'https://www.twitch.tv/diyprojects402', 'DIY'),
(403, 'CookingMaster403', 'MasterChef403', 'https://www.twitch.tv/cookingmaster403', 'Cooking'),
(404, 'ArtGallery404', 'ArtCurator404', 'https://www.twitch.tv/artgallery404', 'Art'),
(405, 'TechInnovators405', 'Innovator405', 'https://www.twitch.tv/techinnovators405', 'Technology'),
(406, 'OutdoorsLife406', 'Explorer406', 'https://www.twitch.tv/outdoorslife406', 'Outdoors'),
(407, 'MusicJam407', 'Musician407', 'https://www.twitch.tv/musicjam407', 'Music'),
(408, 'HealthTalk408', 'Doctor408', 'https://www.twitch.tv/healthtalk408', 'Health'),
(409, 'PetsParadise409', 'PetLover409', 'https://www.twitch.tv/petsparadise409', 'Pets'),
(410, 'BusinessInsights410', 'BusinessExpert410', 'https://www.twitch.tv/businessinsights410', 'Business'),
(411, 'ScienceLab411', 'Scientist411', 'https://www.twitch.tv/sciencelab411', 'Science'),
(412, 'DIYProjects412', 'DIYer412', 'https://www.twitch.tv/diyprojects412', 'DIY'),
(413, 'CookingMaster413', 'MasterChef413', 'https://www.twitch.tv/cookingmaster413', 'Cooking'),
(414, 'ArtGallery414', 'ArtCurator414', 'https://www.twitch.tv/artgallery414', 'Art'),
(415, 'TechInnovators415', 'Innovator415', 'https://www.twitch.tv/techinnovators415', 'Technology'),
(416, 'OutdoorsLife416', 'Explorer416', 'https://www.twitch.tv/outdoorslife416', 'Outdoors'),
(417, 'MusicJam417', 'Musician417', 'https://www.twitch.tv/musicjam417', 'Music'),
(418, 'HealthTalk418', 'Doctor418', 'https://www.twitch.tv/healthtalk418', 'Health'),
(419, 'PetsParadise419', 'PetLover419', 'https://www.twitch.tv/petsparadise419', 'Pets'),
(420, 'BusinessInsights420', 'BusinessExpert420', 'https://www.twitch.tv/businessinsights420', 'Business'),
(421, 'ScienceLab421', 'Scientist421', 'https://www.twitch.tv/sciencelab421', 'Science'),
(422, 'DIYProjects422', 'DIYer422', 'https://www.twitch.tv/diyprojects422', 'DIY'),
(423, 'CookingMaster423', 'MasterChef423', 'https://www.twitch.tv/cookingmaster423', 'Cooking'),
(424, 'ArtGallery424', 'ArtCurator424', 'https://www.twitch.tv/artgallery424', 'Art'),
(425, 'TechInnovators425', 'Innovator425', 'https://www.twitch.tv/techinnovators425', 'Technology'),
(426, 'OutdoorsLife426', 'Explorer426', 'https://www.twitch.tv/outdoorslife426', 'Outdoors'),
(427, 'MusicJam427', 'Musician427', 'https://www.twitch.tv/musicjam427', 'Music'),
(428, 'HealthTalk428', 'Doctor428', 'https://www.twitch.tv/healthtalk428', 'Health'),
(429, 'PetsParadise429', 'PetLover429', 'https://www.twitch.tv/petsparadise429', 'Pets'),
(430, 'BusinessInsights430', 'BusinessExpert430', 'https://www.twitch.tv/businessinsights430', 'Business'),
(431, 'ScienceLab431', 'Scientist431', 'https://www.twitch.tv/sciencelab431', 'Science'),
(432, 'DIYProjects432', 'DIYer432', 'https://www.twitch.tv/diyprojects432', 'DIY'),
(433, 'CookingMaster433', 'MasterChef433', 'https://www.twitch.tv/cookingmaster433', 'Cooking'),
(434, 'ArtGallery434', 'ArtCurator434', 'https://www.twitch.tv/artgallery434', 'Art'),
(435, 'TechInnovators435', 'Innovator435', 'https://www.twitch.tv/techinnovators435', 'Technology'),
(436, 'OutdoorsLife436', 'Explorer436', 'https://www.twitch.tv/outdoorslife436', 'Outdoors'),
(437, 'MusicJam437', 'Musician437', 'https://www.twitch.tv/musicjam437', 'Music'),
(438, 'HealthTalk438', 'Doctor438', 'https://www.twitch.tv/healthtalk438', 'Health'),
(439, 'PetsParadise439', 'PetLover439', 'https://www.twitch.tv/petsparadise439', 'Pets'),
(440, 'BusinessInsights440', 'BusinessExpert440', 'https://www.twitch.tv/businessinsights440', 'Business'),
(441, 'ScienceLab441', 'Scientist441', 'https://www.twitch.tv/sciencelab441', 'Science'),
(442, 'DIYProjects442', 'DIYer442', 'https://www.twitch.tv/diyprojects442', 'DIY'),
(443, 'CookingMaster443', 'MasterChef443', 'https://www.twitch.tv/cookingmaster443', 'Cooking'),
(444, 'ArtGallery444', 'ArtCurator444', 'https://www.twitch.tv/artgallery444', 'Art'),
(445, 'TechInnovators445', 'Innovator445', 'https://www.twitch.tv/techinnovators445', 'Technology'),
(446, 'OutdoorsLife446', 'Explorer446', 'https://www.twitch.tv/outdoorslife446', 'Outdoors'),
(447, 'MusicJam447', 'Musician447', 'https://www.twitch.tv/musicjam447', 'Music'),
(448, 'HealthTalk448', 'Doctor448', 'https://www.twitch.tv/healthtalk448', 'Health'),
(449, 'PetsParadise449', 'PetLover449', 'https://www.twitch.tv/petsparadise449', 'Pets'),
(450, 'BusinessInsights450', 'BusinessExpert450', 'https://www.twitch.tv/businessinsights450', 'Business'),
(451, 'ScienceLab451', 'Scientist451', 'https://www.twitch.tv/sciencelab451', 'Science'),
(452, 'DIYProjects452', 'DIYer452', 'https://www.twitch.tv/diyprojects452', 'DIY'),
(453, 'CookingMaster453', 'MasterChef453', 'https://www.twitch.tv/cookingmaster453', 'Cooking'),
(454, 'ArtGallery454', 'ArtCurator454', 'https://www.twitch.tv/artgallery454', 'Art'),
(455, 'TechInnovators455', 'Innovator455', 'https://www.twitch.tv/techinnovators455', 'Technology'),
(456, 'OutdoorsLife456', 'Explorer456', 'https://www.twitch.tv/outdoorslife456', 'Outdoors'),
(457, 'MusicJam457', 'Musician457', 'https://www.twitch.tv/musicjam457', 'Music'),
(458, 'HealthTalk458', 'Doctor458', 'https://www.twitch.tv/healthtalk458', 'Health'),
(459, 'PetsParadise459', 'PetLover459', 'https://www.twitch.tv/petsparadise459', 'Pets'),
(460, 'BusinessInsights460', 'BusinessExpert460', 'https://www.twitch.tv/businessinsights460', 'Business'),
(461, 'ScienceLab461', 'Scientist461', 'https://www.twitch.tv/sciencelab461', 'Science'),
(462, 'DIYProjects462', 'DIYer462', 'https://www.twitch.tv/diyprojects462', 'DIY'),
(463, 'CookingMaster463', 'MasterChef463', 'https://www.twitch.tv/cookingmaster463', 'Cooking'),
(464, 'ArtGallery464', 'ArtCurator464', 'https://www.twitch.tv/artgallery464', 'Art'),
(465, 'TechInnovators465', 'Innovator465', 'https://www.twitch.tv/techinnovators465', 'Technology'),
(466, 'OutdoorsLife466', 'Explorer466', 'https://www.twitch.tv/outdoorslife466', 'Outdoors'),
(467, 'MusicJam467', 'Musician467', 'https://www.twitch.tv/musicjam467', 'Music'),
(468, 'HealthTalk468', 'Doctor468', 'https://www.twitch.tv/healthtalk468', 'Health'),
(469, 'PetsParadise469', 'PetLover469', 'https://www.twitch.tv/petsparadise469', 'Pets'),
(470, 'BusinessInsights470', 'BusinessExpert470', 'https://www.twitch.tv/businessinsights470', 'Business'),
(471, 'ScienceLab471', 'Scientist471', 'https://www.twitch.tv/sciencelab471', 'Science'),
(472, 'DIYProjects472', 'DIYer472', 'https://www.twitch.tv/diyprojects472', 'DIY'),
(473, 'CookingMaster473', 'MasterChef473', 'https://www.twitch.tv/cookingmaster473', 'Cooking'),
(474, 'ArtGallery474', 'ArtCurator474', 'https://www.twitch.tv/artgallery474', 'Art'),
(475, 'TechInnovators475', 'Innovator475', 'https://www.twitch.tv/techinnovators475', 'Technology'),
(476, 'OutdoorsLife476', 'Explorer476', 'https://www.twitch.tv/outdoorslife476', 'Outdoors'),
(477, 'MusicJam477', 'Musician477', 'https://www.twitch.tv/musicjam477', 'Music'),
(478, 'HealthTalk478', 'Doctor478', 'https://www.twitch.tv/healthtalk478', 'Health'),
(479, 'PetsParadise479', 'PetLover479', 'https://www.twitch.tv/petsparadise479', 'Pets'),
(480, 'BusinessInsights480', 'BusinessExpert480', 'https://www.twitch.tv/businessinsights480', 'Business'),
(481, 'ScienceLab481', 'Scientist481', 'https://www.twitch.tv/sciencelab481', 'Science'),
(482, 'DIYProjects482', 'DIYer482', 'https://www.twitch.tv/diyprojects482', 'DIY'),
(483, 'CookingMaster483', 'MasterChef483', 'https://www.twitch.tv/cookingmaster483', 'Cooking'),
(484, 'ArtGallery484', 'ArtCurator484', 'https://www.twitch.tv/artgallery484', 'Art'),
(485, 'TechInnovators485', 'Innovator485', 'https://www.twitch.tv/techinnovators485', 'Technology'),
(486, 'OutdoorsLife486', 'Explorer486', 'https://www.twitch.tv/outdoorslife486', 'Outdoors'),
(487, 'MusicJam487', 'Musician487', 'https://www.twitch.tv/musicjam487', 'Music'),
(488, 'HealthTalk488', 'Doctor488', 'https://www.twitch.tv/healthtalk488', 'Health'),
(489, 'PetsParadise489', 'PetLover489', 'https://www.twitch.tv/petsparadise489', 'Pets'),
(490, 'BusinessInsights490', 'BusinessExpert490', 'https://www.twitch.tv/businessinsights490', 'Business'),
(491, 'ScienceLab491', 'Scientist491', 'https://www.twitch.tv/sciencelab491', 'Science'),
(492, 'DIYProjects492', 'DIYer492', 'https://www.twitch.tv/diyprojects492', 'DIY'),
(493, 'CookingMaster493', 'MasterChef493', 'https://www.twitch.tv/cookingmaster493', 'Cooking'),
(494, 'ArtGallery494', 'ArtCurator494', 'https://www.twitch.tv/artgallery494', 'Art'),
(495, 'TechInnovators495', 'Innovator495', 'https://www.twitch.tv/techinnovators495', 'Technology'),
(496, 'OutdoorsLife496', 'Explorer496', 'https://www.twitch.tv/outdoorslife496', 'Outdoors'),
(497, 'MusicJam497', 'Musician497', 'https://www.twitch.tv/musicjam497', 'Music'),
(498, 'HealthTalk498', 'Doctor498', 'https://www.twitch.tv/healthtalk498', 'Health'),
(499, 'PetsParadise499', 'PetLover499', 'https://www.twitch.tv/petsparadise499', 'Pets'),
(500, 'BusinessInsights500', 'BusinessExpert500', 'https://www.twitch.tv/businessinsights500', 'Business');
